order_item_id,order_id,product_id,quantity,unit_price
365,O00151,P002,3,150.0
366,O00152,P017,1,74.75
367,O00152,P014,2,69.0
368,O00153,P012,2,46.0
369,O00153,P011,2,126.5
370,O00153,P019,1,149.5
371,O00154,P017,2,65.0
372,O00154,P001,1,1200.0
373,O00154,P013,2,90.0
374,O00155,P020,1,55.0
375,O00155,P016,1,120.0
376,O00156,P012,1,56.0
377,O00156,P017,3,91.0
378,O00156,P015,2,49.0
379,O00157,P015,1,40.25
380,O00157,P017,3,74.75
381,O00157,P019,3,149.5
382,O00158,P012,3,46.0
383,O00158,P001,1,1380.0
384,O00158,P004,1,51.75
385,O00158,P002,3,172.5
386,O00159,P020,3,63.25
387,O00159,P013,2,103.5
388,O00159,P007,3,207.0
389,O00159,P008,2,86.25
390,O00160,P015,3,35.0
391,O00160,P012,2,40.0
392,O00161,P015,2,35.0
393,O00161,P009,1,55.0
394,O00162,P020,3,77.0
395,O00163,P004,2,63.0
396,O00164,P003,2,1258.6
397,O00164,P014,1,84.0
398,O00165,P005,2,168.0
399,O00166,P017,3,65.0
400,O00167,P015,1,40.25
401,O00167,P001,3,1380.0
402,O00167,P004,1,51.75
403,O00167,P008,1,86.25
404,O00168,P015,2,40.25
405,O00168,P020,2,63.25
406,O00168,P018,3,102.35
407,O00168,P011,2,126.5
408,O00169,P012,2,46.0
409,O00169,P017,1,74.75
410,O00169,P004,1,51.75
411,O00169,P016,2,138.0
412,O00170,P012,1,46.0
413,O00171,P015,2,35.0
414,O00171,P013,1,90.0
415,O00171,P014,1,60.0
416,O00171,P009,1,55.0
417,O00172,P020,3,55.0
418,O00172,P009,3,55.0
419,O00173,P014,2,60.0
420,O00173,P002,3,150.0
421,O00173,P006,3,95.0
422,O00174,P006,3,95.0
423,O00175,P001,1,1200.0
424,O00175,P004,2,45.0
425,O00175,P006,1,95.0
426,O00176,P014,2,60.0
427,O00177,P018,2,124.6
428,O00177,P010,2,119.0
429,O00177,P008,2,105.0
430,O00178,P012,3,46.0
431,O00178,P018,2,102.35
432,O00179,P012,3,40.0
433,O00179,P009,1,55.0
434,O00179,P005,3,120.0
435,O00179,P006,3,95.0
436,O00180,P003,1,899.0
437,O00180,P016,1,120.0
438,O00181,P003,3,1258.6
439,O00181,P009,2,77.0
440,O00182,P018,3,102.35
441,O00182,P005,1,138.0
442,O00183,P012,1,56.0
443,O00183,P018,3,124.6
444,O00184,P019,3,130.0
445,O00185,P018,2,102.35
446,O00186,P012,3,40.0
447,O00186,P009,3,55.0
448,O00186,P004,3,45.0
449,O00186,P010,3,85.0
450,O00187,P003,2,899.0
451,O00187,P020,2,55.0
452,O00188,P010,2,85.0
453,O00188,P019,3,130.0
454,O00188,P013,2,90.0
455,O00188,P002,3,150.0
456,O00189,P012,1,40.0
457,O00190,P015,3,35.0
458,O00190,P009,3,55.0
459,O00190,P016,1,120.0
460,O00191,P018,1,89.0
461,O00191,P004,1,45.0
462,O00192,P004,2,63.0
463,O00192,P002,3,210.0
464,O00192,P008,2,105.0
465,O00193,P005,2,168.0
466,O00194,P018,1,124.6
467,O00194,P013,2,126.0
468,O00194,P004,3,63.0
469,O00194,P008,3,105.0
470,O00195,P018,1,89.0
471,O00195,P001,1,1200.0
472,O00195,P002,3,150.0
473,O00196,P009,1,55.0
474,O00196,P005,3,120.0
475,O00197,P001,2,1200.0
476,O00197,P019,3,130.0
477,O00197,P014,2,60.0
478,O00197,P013,3,90.0
479,O00198,P018,2,124.6
480,O00198,P019,3,182.0
481,O00198,P004,3,63.0
482,O00198,P010,3,119.0
483,O00199,P001,3,1680.0
484,O00200,P018,2,124.6
485,O00200,P020,3,77.0
486,O00200,P014,3,84.0
487,O00200,P002,3,210.0
488,O00201,P003,1,1258.6
489,O00201,P016,3,168.0
490,O00202,P009,1,55.0
491,O00202,P005,3,120.0
492,O00203,P015,3,35.0
493,O00203,P019,3,130.0
494,O00203,P018,1,89.0
495,O00203,P011,2,110.0
496,O00204,P015,2,49.0
497,O00204,P008,2,105.0
498,O00205,P018,2,89.0
499,O00205,P005,1,120.0
500,O00205,P006,3,95.0
501,O00206,P010,1,85.0
502,O00207,P018,2,124.6
503,O00208,P018,2,89.0
504,O00208,P003,3,899.0
505,O00208,P004,1,45.0
506,O00208,P002,2,150.0
507,O00209,P010,1,97.75
508,O00210,P011,1,126.5
509,O00210,P016,1,138.0
510,O00211,P020,1,77.0
511,O00211,P014,3,84.0
512,O00211,P009,1,77.0
513,O00212,P015,3,35.0
514,O00213,P015,1,35.0
515,O00213,P008,1,75.0
516,O00214,P012,2,40.0
517,O00214,P010,3,85.0
518,O00215,P011,1,110.0
519,O00215,P015,2,35.0
520,O00215,P020,1,55.0
521,O00216,P015,3,40.25
522,O00216,P003,1,1033.85
523,O00217,P018,1,89.0
524,O00217,P012,3,40.0
525,O00217,P002,1,150.0
526,O00217,P005,3,120.0
527,O00218,P015,2,49.0
528,O00219,P006,3,109.25
529,O00220,P015,1,35.0
530,O00220,P014,3,60.0
531,O00220,P009,3,55.0
532,O00221,P006,1,95.0
533,O00222,P013,3,126.0
534,O00222,P016,1,168.0
535,O00223,P015,1,35.0
536,O00223,P019,3,130.0
537,O00223,P005,1,120.0
538,O00223,P011,1,110.0
539,O00224,P012,1,46.0
540,O00224,P003,2,1033.85
541,O00224,P002,3,172.5
542,O00224,P015,1,40.25
543,O00225,P017,1,65.0
544,O00226,P015,1,35.0
545,O00226,P017,1,65.0
546,O00226,P007,1,180.0
547,O00227,P018,2,89.0
548,O00227,P020,3,55.0
549,O00227,P009,1,55.0
550,O00227,P005,1,120.0
551,O00228,P020,1,55.0
552,O00229,P011,3,126.5
553,O00229,P019,2,149.5
554,O00229,P012,2,46.0
555,O00229,P010,3,97.75
556,O00230,P011,2,110.0
557,O00231,P002,3,210.0
558,O00232,P015,3,49.0
559,O00233,P020,2,55.0
560,O00233,P014,3,60.0
561,O00234,P009,3,55.0
562,O00235,P015,3,35.0
563,O00235,P018,3,89.0
564,O00235,P009,1,55.0
565,O00235,P008,1,75.0
566,O00236,P018,1,89.0
567,O00236,P011,2,110.0
568,O00236,P002,2,150.0
569,O00237,P012,2,40.0
570,O00237,P011,1,110.0
571,O00237,P002,2,150.0
572,O00237,P010,3,85.0
573,O00238,P009,1,55.0
574,O00239,P018,3,89.0
575,O00240,P012,2,56.0
576,O00240,P019,2,182.0
577,O00240,P014,2,84.0
578,O00241,P008,3,75.0
579,O00242,P015,1,35.0
580,O00242,P004,3,45.0
581,O00242,P002,3,150.0
582,O00243,P005,1,168.0
583,O00244,P019,2,130.0
584,O00245,P017,1,65.0
585,O00245,P004,3,45.0
586,O00245,P016,3,120.0
587,O00245,P008,3,75.0
588,O00246,P011,1,110.0
589,O00246,P013,3,90.0
590,O00246,P020,3,55.0
591,O00246,P010,1,85.0
592,O00247,P018,1,89.0
593,O00247,P011,3,110.0
594,O00247,P019,3,130.0
595,O00247,P012,1,40.0
596,O00248,P009,3,63.25
597,O00249,P011,3,110.0
598,O00249,P009,1,55.0
599,O00249,P020,2,55.0
600,O00250,P003,2,899.0
601,O00250,P020,3,55.0
602,O00250,P010,3,85.0
603,O00251,P018,3,124.6
604,O00251,P012,3,56.0
605,O00251,P007,3,252.0
606,O00252,P015,3,35.0
607,O00252,P012,3,40.0
608,O00252,P016,3,120.0
609,O00253,P018,1,102.35
610,O00253,P001,1,1380.0
611,O00253,P009,2,63.25
612,O00254,P014,1,60.0
613,O00255,P015,1,49.0
614,O00255,P020,1,77.0
615,O00256,P001,2,1200.0
616,O00256,P016,1,120.0
617,O00257,P015,1,49.0
618,O00257,P012,3,56.0
619,O00258,P019,2,182.0
620,O00259,P015,1,49.0
621,O00259,P020,3,77.0
622,O00259,P002,2,210.0
623,O00260,P020,1,55.0
624,O00260,P002,3,150.0
625,O00261,P008,2,75.0
626,O00262,P003,2,899.0
627,O00262,P013,2,90.0
628,O00262,P005,3,120.0
629,O00263,P004,2,45.0
630,O00264,P016,3,168.0
631,O00265,P012,3,56.0
632,O00265,P011,2,154.0
633,O00265,P008,3,105.0
634,O00266,P012,3,40.0
635,O00266,P018,2,89.0
636,O00266,P009,2,55.0
637,O00266,P008,2,75.0
638,O00267,P019,3,130.0
639,O00267,P013,1,90.0
640,O00268,P017,2,65.0
641,O00268,P009,3,55.0
642,O00268,P003,3,899.0
643,O00269,P019,2,182.0
644,O00270,P011,1,110.0
645,O00270,P014,1,60.0
646,O00270,P007,1,180.0
647,O00270,P006,3,95.0
648,O00271,P014,1,69.0
649,O00272,P018,3,102.35
650,O00272,P004,2,51.75
651,O00273,P015,1,35.0
652,O00273,P001,1,1200.0
653,O00274,P004,2,63.0
654,O00275,P014,3,60.0
655,O00276,P015,1,35.0
656,O00277,P006,3,133.0
657,O00278,P006,2,95.0
658,O00279,P017,3,65.0
659,O00279,P001,2,1200.0
660,O00279,P004,3,45.0
661,O00280,P019,3,130.0
662,O00280,P006,3,95.0
663,O00281,P012,3,40.0
664,O00282,P002,3,150.0
665,O00283,P012,3,40.0
666,O00283,P015,2,35.0
667,O00283,P020,1,55.0
668,O00283,P006,2,95.0
669,O00284,P004,2,45.0
670,O00285,P004,3,63.0
671,O00286,P013,3,90.0
672,O00286,P007,3,180.0
673,O00286,P010,2,85.0
674,O00287,P015,3,35.0
675,O00287,P017,2,65.0
676,O00287,P004,2,45.0
677,O00287,P007,2,180.0
678,O00288,P018,2,89.0
679,O00288,P008,2,75.0
680,O00288,P010,3,85.0
681,O00289,P014,2,60.0
682,O00289,P002,1,150.0
683,O00290,P019,1,130.0
684,O00290,P005,3,120.0
685,O00291,P018,3,124.6
686,O00292,P005,3,120.0
687,O00292,P001,2,1200.0
688,O00292,P004,3,45.0
689,O00292,P016,1,120.0
690,O00293,P015,2,35.0
691,O00293,P004,3,45.0
692,O00293,P016,3,120.0
693,O00293,P006,1,95.0
694,O00294,P018,3,89.0
695,O00294,P011,3,110.0
696,O00294,P014,1,60.0
697,O00295,P004,3,45.0
698,O00295,P010,3,85.0
699,O00296,P005,2,120.0
700,O00296,P001,2,1200.0
701,O00296,P020,1,55.0
702,O00296,P016,1,120.0
703,O00297,P018,1,89.0
704,O00297,P019,3,130.0
705,O00297,P009,2,55.0
706,O00298,P018,1,89.0
707,O00298,P012,2,40.0
708,O00298,P005,3,120.0
709,O00299,P019,2,149.5
710,O00299,P013,2,103.5
711,O00299,P002,1,172.5
712,O00300,P018,3,124.6
713,O00300,P011,1,154.0
714,O00300,P008,3,105.0
715,O00301,P015,1,35.0
716,O00301,P017,3,65.0
717,O00301,P011,1,110.0
718,O00302,P005,1,168.0
719,O00303,P012,3,56.0
720,O00303,P003,1,1258.6
721,O00304,P004,2,63.0
722,O00304,P005,3,168.0
723,O00305,P018,3,89.0
724,O00306,P004,3,45.0
725,O00307,P018,1,89.0
726,O00307,P013,3,90.0
727,O00307,P017,3,65.0
728,O00307,P004,3,45.0
729,O00308,P015,2,35.0
730,O00308,P008,3,75.0
731,O00309,P004,2,51.75
732,O00310,P001,3,1680.0
733,O00311,P011,1,126.5
734,O00311,P013,3,103.5
735,O00312,P002,3,150.0
736,O00313,P012,2,56.0
737,O00313,P004,2,63.0
738,O00313,P002,2,210.0
739,O00313,P008,3,105.0
740,O00314,P018,2,89.0
741,O00314,P011,3,110.0
742,O00314,P005,3,120.0
743,O00315,P015,1,40.25
744,O00315,P014,2,69.0
745,O00315,P007,3,207.0
746,O00315,P008,3,86.25
747,O00316,P018,2,124.6
748,O00316,P009,3,77.0
749,O00316,P008,2,105.0
750,O00317,P012,2,56.0
751,O00317,P004,2,63.0
752,O00318,P003,3,1258.6
753,O00318,P009,1,77.0
754,O00318,P016,3,168.0
755,O00319,P015,1,35.0
756,O00319,P017,1,65.0
757,O00319,P013,2,90.0
758,O00320,P017,2,74.75
759,O00321,P013,3,103.5
760,O00321,P002,2,172.5
761,O00321,P005,2,138.0
762,O00321,P008,3,86.25
763,O00322,P015,1,40.25
764,O00322,P020,3,63.25
765,O00322,P013,2,103.5
766,O00323,P020,1,55.0
767,O00324,P012,3,40.0
768,O00324,P013,3,90.0
769,O00324,P009,1,55.0
770,O00324,P008,1,75.0
771,O00325,P015,2,40.25
772,O00325,P012,2,46.0
773,O00325,P013,1,103.5
774,O00326,P009,1,63.25
775,O00326,P010,2,97.75
776,O00327,P012,1,46.0
777,O00327,P011,3,126.5
778,O00327,P008,2,86.25
779,O00328,P015,1,35.0
780,O00328,P020,2,55.0
781,O00328,P012,2,40.0
782,O00329,P011,2,126.5
783,O00330,P015,2,40.25
784,O00330,P020,2,63.25
785,O00330,P014,2,69.0
786,O00330,P004,3,51.75
787,O00331,P015,2,35.0
788,O00332,P015,1,35.0
789,O00332,P017,3,65.0
790,O00332,P002,1,150.0
791,O00333,P019,3,182.0
792,O00333,P005,3,168.0
793,O00333,P008,1,105.0
794,O00334,P005,2,168.0
795,O00335,P016,3,138.0
796,O00336,P018,3,102.35
797,O00336,P019,2,149.5
798,O00336,P007,2,207.0
799,O00336,P008,1,86.25
800,O00337,P015,3,40.25
801,O00337,P003,2,1033.85
802,O00337,P009,2,63.25
803,O00338,P011,2,110.0
804,O00339,P015,1,35.0
805,O00339,P020,3,55.0
806,O00339,P010,1,85.0
807,O00340,P013,2,90.0
808,O00340,P005,1,120.0
809,O00340,P010,2,85.0
810,O00341,P009,2,55.0
811,O00341,P016,2,120.0
812,O00342,P012,1,40.0
813,O00342,P003,3,899.0
814,O00342,P004,2,45.0
815,O00343,P012,2,40.0
816,O00343,P003,2,899.0
817,O00343,P019,2,130.0
818,O00343,P014,2,60.0
819,O00344,P009,3,55.0
820,O00345,P004,2,51.75
821,O00346,P010,2,97.75
822,O00347,P012,2,46.0
823,O00347,P017,1,74.75
824,O00347,P008,2,86.25
825,O00348,P018,3,89.0
826,O00348,P020,3,55.0
827,O00348,P004,3,45.0
828,O00349,P020,2,55.0
829,O00349,P006,3,95.0
830,O00350,P003,2,1033.85
831,O00350,P017,2,74.75
832,O00350,P014,3,69.0
833,O00350,P004,3,51.75
834,O00351,P018,2,89.0
835,O00351,P004,3,45.0
836,O00351,P002,2,150.0
837,O00352,P018,3,102.35
838,O00352,P008,3,86.25
839,O00352,P005,2,138.0
840,O00352,P010,2,97.75
841,O00353,P018,1,124.6
842,O00353,P003,3,1258.6
843,O00354,P018,1,89.0
844,O00354,P003,2,899.0
845,O00354,P012,3,40.0
846,O00354,P002,1,150.0
847,O00355,P012,1,40.0
848,O00355,P003,1,899.0
849,O00355,P010,1,85.0
850,O00356,P018,2,102.35
851,O00356,P010,3,97.75
852,O00357,P015,1,49.0
853,O00357,P020,3,77.0
854,O00358,P012,3,40.0
855,O00358,P014,3,60.0
856,O00359,P011,2,154.0
857,O00359,P004,2,63.0
858,O00359,P002,2,210.0
859,O00360,P012,2,40.0
860,O00360,P015,1,35.0
861,O00360,P011,2,110.0
862,O00360,P016,2,120.0
863,O00361,P012,1,40.0
864,O00361,P017,2,65.0
865,O00362,P004,2,63.0
866,O00362,P015,1,49.0
867,O00362,P009,2,77.0
868,O00363,P012,3,46.0
869,O00363,P017,3,74.75
870,O00363,P014,2,69.0
871,O00363,P013,2,103.5
872,O00364,P003,2,1033.85
873,O00365,P001,1,1200.0
874,O00365,P014,3,60.0
875,O00365,P004,1,45.0
876,O00365,P005,1,120.0
877,O00366,P017,2,65.0
878,O00366,P011,2,110.0
879,O00366,P009,3,55.0
880,O00366,P004,1,45.0
881,O00367,P018,1,102.35
882,O00368,P002,1,150.0
883,O00368,P016,2,120.0
884,O00368,P010,2,85.0
885,O00369,P020,3,55.0
886,O00370,P015,2,40.25
887,O00370,P001,3,1380.0
888,O00370,P016,1,138.0
889,O00370,P010,3,97.75
890,O00371,P014,3,60.0
891,O00371,P002,3,150.0
892,O00372,P008,1,75.0
893,O00372,P011,3,110.0
894,O00372,P006,1,95.0
895,O00373,P020,3,55.0
896,O00374,P002,1,150.0
897,O00374,P008,2,75.0
898,O00375,P019,1,149.5
899,O00375,P014,2,69.0
900,O00375,P020,3,63.25
901,O00376,P003,1,899.0
902,O00377,P017,3,91.0
903,O00377,P004,2,63.0
904,O00377,P010,2,119.0
905,O00378,P011,2,110.0
906,O00378,P019,3,130.0
907,O00378,P010,3,85.0
908,O00379,P012,2,46.0
909,O00380,P008,3,86.25
910,O00380,P001,3,1380.0
911,O00380,P005,2,138.0
912,O00380,P006,3,109.25
913,O00381,P013,2,90.0
914,O00382,P007,3,180.0
915,O00382,P002,2,150.0
916,O00383,P009,2,77.0
917,O00383,P004,1,63.0
918,O00383,P016,1,168.0
919,O00383,P006,3,133.0
920,O00384,P012,3,40.0
921,O00384,P015,3,35.0
922,O00384,P005,1,120.0
923,O00384,P008,1,75.0
924,O00385,P018,2,89.0
925,O00385,P019,3,130.0
926,O00385,P014,3,60.0
927,O00385,P010,2,85.0
