customer_id,event_type,event_date
C0037,visited_site,2023-05-14
C0037,viewed_product,2023-05-14
C0037,added_to_cart,2023-05-15
C0037,purchased,2023-05-17
C0038,visited_site,2024-11-13
C0039,visited_site,2024-07-23
C0039,viewed_product,2024-07-23
C0040,visited_site,2024-06-09
C0040,viewed_product,2024-06-11
C0041,visited_site,2024-08-31
C0042,visited_site,2024-02-22
C0043,visited_site,2024-12-30
C0043,viewed_product,2024-12-30
C0044,visited_site,2023-09-04
C0045,visited_site,2023-07-11
C0045,viewed_product,2023-07-12
C0045,added_to_cart,2023-07-14
C0046,visited_site,2023-02-05
C0046,viewed_product,2023-02-07
C0047,visited_site,2024-06-25
C0047,viewed_product,2024-06-27
C0047,added_to_cart,2024-06-28
C0048,visited_site,2024-02-05
C0048,viewed_product,2024-02-06
C0048,added_to_cart,2024-02-07
C0049,visited_site,2024-10-12
C0049,viewed_product,2024-10-13
C0049,added_to_cart,2024-10-15
C0050,visited_site,2023-10-06
C0051,visited_site,2023-03-08
C0051,viewed_product,2023-03-08
C0051,added_to_cart,2023-03-10
C0051,purchased,2023-03-10
C0052,visited_site,2024-08-10
C0052,viewed_product,2024-08-11
C0052,added_to_cart,2024-08-12
C0053,visited_site,2023-11-28
C0053,viewed_product,2023-11-29
C0053,added_to_cart,2023-11-30
C0053,purchased,2023-11-30
C0054,visited_site,2023-01-15
C0054,viewed_product,2023-01-16
C0055,visited_site,2024-08-26
C0055,viewed_product,2024-08-26
C0056,visited_site,2023-10-21
C0056,viewed_product,2023-10-21
C0056,added_to_cart,2023-10-22
C0057,visited_site,2023-05-01
C0058,visited_site,2023-08-07
C0058,viewed_product,2023-08-09
C0058,added_to_cart,2023-08-10
C0058,purchased,2023-08-10
C0059,visited_site,2023-01-31
C0059,viewed_product,2023-02-02
C0060,visited_site,2023-05-26
C0060,viewed_product,2023-05-28
C0060,added_to_cart,2023-05-29
C0061,visited_site,2023-08-04
C0062,visited_site,2023-07-01
C0062,viewed_product,2023-07-02
C0062,added_to_cart,2023-07-03
C0062,purchased,2023-07-03
C0063,visited_site,2024-10-25
C0063,viewed_product,2024-10-27
C0064,visited_site,2023-06-02
C0064,viewed_product,2023-06-02
C0065,visited_site,2024-02-15
C0065,viewed_product,2024-02-16
C0065,added_to_cart,2024-02-17
C0066,visited_site,2024-10-24
C0067,visited_site,2024-03-25
C0067,viewed_product,2024-03-27
C0067,added_to_cart,2024-03-27
C0067,purchased,2024-03-28
C0068,visited_site,2024-05-10
C0069,visited_site,2023-03-10
C0069,viewed_product,2023-03-10
C0069,added_to_cart,2023-03-11
C0070,visited_site,2023-08-21
C0071,visited_site,2023-08-11
C0071,viewed_product,2023-08-12
C0072,visited_site,2023-07-24
C0072,viewed_product,2023-07-25
C0073,visited_site,2024-06-14
C0074,visited_site,2023-01-28
C0074,viewed_product,2023-01-30
C0075,visited_site,2023-12-20
C0076,visited_site,2023-12-27
C0077,visited_site,2023-06-02
C0077,viewed_product,2023-06-02
C0078,visited_site,2024-09-09
C0078,viewed_product,2024-09-11
C0079,visited_site,2023-08-16
C0079,viewed_product,2023-08-18
C0079,added_to_cart,2023-08-19
C0080,visited_site,2024-04-25
C0080,viewed_product,2024-04-27
C0080,added_to_cart,2024-04-27
C0081,visited_site,2024-05-24
C0082,visited_site,2023-06-12
C0082,viewed_product,2023-06-13
C0082,added_to_cart,2023-06-14
C0082,purchased,2023-06-15
C0083,visited_site,2023-12-29
C0084,visited_site,2024-07-25
C0084,viewed_product,2024-07-27
C0085,visited_site,2024-10-08
C0085,viewed_product,2024-10-09
C0086,visited_site,2024-05-05
C0087,visited_site,2023-05-15
C0088,visited_site,2023-06-06
C0089,visited_site,2024-06-04
C0090,visited_site,2023-10-27
C0090,viewed_product,2023-10-28
C0091,visited_site,2024-11-11
C0091,viewed_product,2024-11-13
C0091,added_to_cart,2024-11-14
C0091,purchased,2024-11-15
C0092,visited_site,2023-08-05
C0093,visited_site,2023-09-07
C0094,visited_site,2023-09-08
C0094,viewed_product,2023-09-10
C0094,added_to_cart,2023-09-11
C0094,purchased,2023-09-11
C0095,visited_site,2023-01-08
C0095,viewed_product,2023-01-09
C0096,visited_site,2024-10-30
C0096,viewed_product,2024-10-31
C0096,added_to_cart,2024-11-02
C0096,purchased,2024-11-02
C0097,visited_site,2024-06-05
C0097,viewed_product,2024-06-06
C0098,visited_site,2024-02-01
C0099,visited_site,2023-02-17
C0099,viewed_product,2023-02-17
C0100,visited_site,2024-11-06
C0100,viewed_product,2024-11-08
C0100,added_to_cart,2024-11-09
C0101,visited_site,2023-10-06
C0101,viewed_product,2023-10-08
C0102,visited_site,2023-08-06
C0102,viewed_product,2023-08-07
C0103,visited_site,2023-03-03
C0104,visited_site,2023-01-20
C0105,visited_site,2024-11-14
C0105,viewed_product,2024-11-14
C0105,added_to_cart,2024-11-15
C0106,visited_site,2024-08-09
C0107,visited_site,2024-09-28
C0107,viewed_product,2024-09-29
C0107,added_to_cart,2024-09-29
C0108,visited_site,2024-05-10
C0108,viewed_product,2024-05-12
C0109,visited_site,2023-01-30
C0109,viewed_product,2023-01-31
C0110,visited_site,2024-03-06
C0111,visited_site,2024-12-03
C0111,viewed_product,2024-12-03
C0112,visited_site,2024-01-27
C0112,viewed_product,2024-01-29
C0112,added_to_cart,2024-01-29
C0112,purchased,2024-01-30
C0113,visited_site,2023-05-05
C0114,visited_site,2023-12-25
C0114,viewed_product,2023-12-26
C0115,visited_site,2024-04-13
C0115,viewed_product,2024-04-13
C0115,added_to_cart,2024-04-15
C0116,visited_site,2024-04-21
C0116,viewed_product,2024-04-22
C0117,visited_site,2023-11-02
C0118,visited_site,2023-04-02
C0118,viewed_product,2023-04-04
C0118,added_to_cart,2023-04-04
C0118,purchased,2023-04-06
C0119,visited_site,2023-02-03
C0119,viewed_product,2023-02-04
C0119,added_to_cart,2023-02-05
C0120,visited_site,2024-02-01
C0120,viewed_product,2024-02-02
C0120,added_to_cart,2024-02-02
C0121,visited_site,2024-08-02
C0121,viewed_product,2024-08-04
C0121,added_to_cart,2024-08-04
C0121,purchased,2024-08-06
C0122,visited_site,2024-08-30
C0122,viewed_product,2024-09-01
C0122,added_to_cart,2024-09-01
C0123,visited_site,2024-11-22
C0123,viewed_product,2024-11-22
C0124,visited_site,2024-09-21
C0124,viewed_product,2024-09-22
C0125,visited_site,2024-02-28
C0125,viewed_product,2024-03-01
C0126,visited_site,2023-10-28
C0126,viewed_product,2023-10-28
C0127,visited_site,2023-11-10
C0127,viewed_product,2023-11-10
C0128,visited_site,2023-09-07
C0128,viewed_product,2023-09-08
C0128,added_to_cart,2023-09-09
C0129,visited_site,2023-09-28
C0129,viewed_product,2023-09-29
C0130,visited_site,2024-05-28
C0131,visited_site,2023-08-13
C0131,viewed_product,2023-08-13
C0131,added_to_cart,2023-08-14
C0132,visited_site,2024-08-07
C0132,viewed_product,2024-08-08
C0133,visited_site,2023-02-15
C0134,visited_site,2024-06-16
C0134,viewed_product,2024-06-17
C0134,added_to_cart,2024-06-18
C0135,visited_site,2023-05-16
C0135,viewed_product,2023-05-17
C0135,added_to_cart,2023-05-19
C0136,visited_site,2023-11-08
C0136,viewed_product,2023-11-09
C0137,visited_site,2023-01-30
C0137,viewed_product,2023-01-30
C0137,added_to_cart,2023-02-01
C0138,visited_site,2024-02-08
C0138,viewed_product,2024-02-09
C0139,visited_site,2024-04-28
C0140,visited_site,2023-03-22
C0141,visited_site,2023-09-26
C0141,viewed_product,2023-09-27
C0141,added_to_cart,2023-09-27
C0141,purchased,2023-09-28
C0142,visited_site,2024-07-09
C0143,visited_site,2023-10-31
C0144,visited_site,2023-06-11
C0144,viewed_product,2023-06-12
C0144,added_to_cart,2023-06-14
C0145,visited_site,2023-09-29
C0145,viewed_product,2023-09-30
C0146,visited_site,2024-08-17
C0147,visited_site,2024-07-07
C0147,viewed_product,2024-07-09
C0148,visited_site,2023-05-26
C0148,viewed_product,2023-05-26
C0148,added_to_cart,2023-05-27
C0149,visited_site,2024-05-14
C0149,viewed_product,2024-05-15
C0149,added_to_cart,2024-05-15
C0150,visited_site,2023-11-23
C0150,viewed_product,2023-11-25
C0151,visited_site,2023-06-18
C0151,viewed_product,2023-06-19
C0151,added_to_cart,2023-06-20
C0152,visited_site,2023-06-13
C0152,viewed_product,2023-06-14
C0153,visited_site,2023-08-28
C0153,viewed_product,2023-08-30
C0154,visited_site,2023-04-21
C0154,viewed_product,2023-04-22
C0154,added_to_cart,2023-04-24
C0155,visited_site,2023-03-11
C0155,viewed_product,2023-03-13
C0156,visited_site,2024-01-09
C0156,viewed_product,2024-01-11
C0156,added_to_cart,2024-01-12
C0157,visited_site,2023-12-23
C0157,viewed_product,2023-12-23
C0157,added_to_cart,2023-12-25
C0157,purchased,2023-12-25
C0158,visited_site,2023-06-28
C0159,visited_site,2023-06-24
C0159,viewed_product,2023-06-25
C0159,added_to_cart,2023-06-27
C0160,visited_site,2024-08-18
C0160,viewed_product,2024-08-19
C0161,visited_site,2024-11-09
C0161,viewed_product,2024-11-10
C0161,added_to_cart,2024-11-11
C0162,visited_site,2023-09-24
C0163,visited_site,2023-04-16
C0163,viewed_product,2023-04-17
C0163,added_to_cart,2023-04-18
C0164,visited_site,2024-09-29
C0165,visited_site,2023-02-21
C0165,viewed_product,2023-02-23
C0165,added_to_cart,2023-02-24
C0166,visited_site,2023-12-14
C0166,viewed_product,2023-12-16
C0167,visited_site,2024-08-22
C0167,viewed_product,2024-08-23
C0168,visited_site,2024-06-03
C0169,visited_site,2024-05-12
C0169,viewed_product,2024-05-13
C0170,visited_site,2023-04-13
C0171,visited_site,2023-05-03
C0171,viewed_product,2023-05-05
C0172,visited_site,2024-07-20
C0172,viewed_product,2024-07-21
C0172,added_to_cart,2024-07-22
C0173,visited_site,2024-05-11
C0174,visited_site,2023-08-20
C0174,viewed_product,2023-08-21
C0175,visited_site,2023-07-02
C0175,viewed_product,2023-07-03
C0175,added_to_cart,2023-07-05
C0176,visited_site,2023-09-19
C0176,viewed_product,2023-09-19
C0176,added_to_cart,2023-09-21
C0176,purchased,2023-09-21
C0177,visited_site,2024-01-21
C0177,viewed_product,2024-01-22
C0178,visited_site,2024-10-23
C0179,visited_site,2023-01-02
C0179,viewed_product,2023-01-04
C0179,added_to_cart,2023-01-05
C0180,visited_site,2023-01-20
C0180,viewed_product,2023-01-21
C0180,added_to_cart,2023-01-22
C0180,purchased,2023-01-22
C0181,visited_site,2023-01-12
C0182,visited_site,2024-12-02
C0182,viewed_product,2024-12-03
C0183,visited_site,2024-09-30
C0183,viewed_product,2024-10-01
C0183,added_to_cart,2024-10-03
C0184,visited_site,2023-10-03
C0184,viewed_product,2023-10-03
C0184,added_to_cart,2023-10-05
C0185,visited_site,2023-01-19
C0185,viewed_product,2023-01-19
C0185,added_to_cart,2023-01-20
C0185,purchased,2023-01-22
C0186,visited_site,2024-08-09
C0186,viewed_product,2024-08-11
C0186,added_to_cart,2024-08-12
C0187,visited_site,2024-02-25
C0187,viewed_product,2024-02-27
C0188,visited_site,2024-12-18
C0188,viewed_product,2024-12-20
C0189,visited_site,2023-06-07
C0190,visited_site,2023-10-31
C0190,viewed_product,2023-11-02
C0190,added_to_cart,2023-11-03
C0191,visited_site,2023-01-29
C0191,viewed_product,2023-01-29
C0192,visited_site,2023-08-17
C0192,viewed_product,2023-08-18
C0193,visited_site,2023-06-10
C0193,viewed_product,2023-06-11
C0193,added_to_cart,2023-06-12
C0194,visited_site,2024-01-17
C0194,viewed_product,2024-01-18
C0195,visited_site,2024-07-11
C0196,visited_site,2023-11-02
C0197,visited_site,2023-04-24
C0197,viewed_product,2023-04-24
C0197,added_to_cart,2023-04-26
C0198,visited_site,2024-11-21
C0198,viewed_product,2024-11-22
C0198,added_to_cart,2024-11-23
C0198,purchased,2024-11-24
C0199,visited_site,2024-06-18
C0199,viewed_product,2024-06-19
C0200,visited_site,2024-02-13
C0200,viewed_product,2024-02-14
C0200,added_to_cart,2024-02-15
C0200,purchased,2024-02-16
C0201,visited_site,2024-03-22
C0201,viewed_product,2024-03-23
C0201,added_to_cart,2024-03-24
C0201,purchased,2024-03-25
C0202,visited_site,2024-09-18
C0203,visited_site,2023-04-27
C0204,visited_site,2024-08-04
C0204,viewed_product,2024-08-06
C0204,added_to_cart,2024-08-07
C0205,visited_site,2024-09-01
C0205,viewed_product,2024-09-01
C0206,visited_site,2024-06-10
C0207,visited_site,2023-01-22
C0207,viewed_product,2023-01-22
C0208,visited_site,2023-06-22
C0208,viewed_product,2023-06-23
C0209,visited_site,2024-07-07
C0209,viewed_product,2024-07-07
C0209,added_to_cart,2024-07-08
C0210,visited_site,2023-07-03
C0210,viewed_product,2023-07-04
C0211,visited_site,2024-07-21
C0212,visited_site,2024-09-22
C0212,viewed_product,2024-09-24
C0213,visited_site,2024-03-19
C0214,visited_site,2023-09-07
C0215,visited_site,2023-08-01
C0215,viewed_product,2023-08-01
C0215,added_to_cart,2023-08-03
C0216,visited_site,2023-03-27
C0217,visited_site,2024-07-10
C0217,viewed_product,2024-07-11
C0217,added_to_cart,2024-07-12
C0218,visited_site,2023-04-22
C0218,viewed_product,2023-04-23
C0218,added_to_cart,2023-04-24
C0219,visited_site,2023-06-06
C0219,viewed_product,2023-06-07
C0219,added_to_cart,2023-06-08
C0220,visited_site,2023-11-30
C0220,viewed_product,2023-12-02
C0221,visited_site,2023-04-09
C0222,visited_site,2024-01-15
C0222,viewed_product,2024-01-16
C0223,visited_site,2023-09-30
C0223,viewed_product,2023-10-02
C0224,visited_site,2024-02-24
C0224,viewed_product,2024-02-26
C0225,visited_site,2024-07-01
C0225,viewed_product,2024-07-02
C0225,added_to_cart,2024-07-02
C0226,visited_site,2023-06-05
C0226,viewed_product,2023-06-06
C0227,visited_site,2023-06-25
C0227,viewed_product,2023-06-25
C0227,added_to_cart,2023-06-27
C0227,purchased,2023-06-27
C0228,visited_site,2023-12-19
C0228,viewed_product,2023-12-19
C0229,visited_site,2023-11-02
C0229,viewed_product,2023-11-04
C0229,added_to_cart,2023-11-05
C0230,visited_site,2023-11-09
C0230,viewed_product,2023-11-10
C0231,visited_site,2024-07-30
C0231,viewed_product,2024-07-31
C0231,added_to_cart,2024-08-01
C0232,visited_site,2024-08-08
C0232,viewed_product,2024-08-08
C0233,visited_site,2024-05-31
C0233,viewed_product,2024-06-01
C0233,added_to_cart,2024-06-03
C0234,visited_site,2024-10-08
C0235,visited_site,2024-07-03
C0236,visited_site,2023-10-27
C0236,viewed_product,2023-10-29
C0236,added_to_cart,2023-10-29
C0237,visited_site,2024-06-11
C0237,viewed_product,2024-06-12
C0237,added_to_cart,2024-06-13
C0237,purchased,2024-06-14
C0238,visited_site,2024-04-15
C0238,viewed_product,2024-04-15
C0238,added_to_cart,2024-04-16
C0238,purchased,2024-04-18
C0239,visited_site,2024-01-03
C0239,viewed_product,2024-01-04
C0240,visited_site,2023-02-13
C0240,viewed_product,2023-02-13
C0241,visited_site,2024-04-30
C0241,viewed_product,2024-05-02
C0242,visited_site,2023-09-01
C0243,visited_site,2023-01-14
C0243,viewed_product,2023-01-16
C0244,visited_site,2024-11-27
C0244,viewed_product,2024-11-27
C0245,visited_site,2024-01-02
C0245,viewed_product,2024-01-03
C0246,visited_site,2024-07-09
C0246,viewed_product,2024-07-09
C0247,visited_site,2024-05-06
C0247,viewed_product,2024-05-08
C0247,added_to_cart,2024-05-08
C0247,purchased,2024-05-09
C0248,visited_site,2024-03-13
C0248,viewed_product,2024-03-15
C0249,visited_site,2023-11-08
C0249,viewed_product,2023-11-08
C0249,added_to_cart,2023-11-10
C0250,visited_site,2024-03-09
C0251,visited_site,2024-01-19
C0251,viewed_product,2024-01-20
C0251,added_to_cart,2024-01-22
C0252,visited_site,2024-03-22
C0252,viewed_product,2024-03-24
C0253,visited_site,2023-07-08
C0253,viewed_product,2023-07-09
C0253,added_to_cart,2023-07-10
C0254,visited_site,2024-10-26
C0255,visited_site,2023-09-23
C0256,visited_site,2023-11-08
C0256,viewed_product,2023-11-08
C0257,visited_site,2023-12-01
C0257,viewed_product,2023-12-03
C0257,added_to_cart,2023-12-03
C0258,visited_site,2023-10-23
C0258,viewed_product,2023-10-23
C0259,visited_site,2024-09-02
C0259,viewed_product,2024-09-03
C0260,visited_site,2023-03-12
C0260,viewed_product,2023-03-12
C0261,visited_site,2024-04-20
C0262,visited_site,2024-07-02
C0262,viewed_product,2024-07-04
C0263,visited_site,2023-11-25
C0263,viewed_product,2023-11-27
C0263,added_to_cart,2023-11-28
C0263,purchased,2023-11-29
C0264,visited_site,2023-04-15
C0264,viewed_product,2023-04-15
C0264,added_to_cart,2023-04-16
C0265,visited_site,2023-02-23
C0265,viewed_product,2023-02-24
C0265,added_to_cart,2023-02-26
C0266,visited_site,2024-04-28
C0266,viewed_product,2024-04-29
C0267,visited_site,2023-11-02
C0267,viewed_product,2023-11-03
C0267,added_to_cart,2023-11-04
C0268,visited_site,2024-08-08
C0268,viewed_product,2024-08-08
C0268,added_to_cart,2024-08-09
C0269,visited_site,2024-07-01
C0269,viewed_product,2024-07-02
C0269,added_to_cart,2024-07-03
C0270,visited_site,2023-09-03
C0270,viewed_product,2023-09-04
C0271,visited_site,2024-06-02
C0272,visited_site,2024-07-24
C0272,viewed_product,2024-07-26
C0272,added_to_cart,2024-07-27
C0273,visited_site,2024-03-21
C0273,viewed_product,2024-03-22
C0273,added_to_cart,2024-03-24
C0274,visited_site,2024-11-08
C0275,visited_site,2024-05-09
C0275,viewed_product,2024-05-10
C0275,added_to_cart,2024-05-12
C0275,purchased,2024-05-13
C0276,visited_site,2024-01-27
C0276,viewed_product,2024-01-28
C0277,visited_site,2024-08-29
C0278,visited_site,2023-08-19
C0278,viewed_product,2023-08-20
C0279,visited_site,2024-10-07
C0280,visited_site,2023-12-16
C0280,viewed_product,2023-12-17
C0280,added_to_cart,2023-12-19
C0281,visited_site,2024-08-14
C0282,visited_site,2024-12-01
C0282,viewed_product,2024-12-02
C0283,visited_site,2024-02-25
C0284,visited_site,2023-06-25
C0284,viewed_product,2023-06-26
C0285,visited_site,2024-11-18
C0285,viewed_product,2024-11-19
C0285,added_to_cart,2024-11-20
C0286,visited_site,2024-05-18
C0287,visited_site,2023-05-10
C0288,visited_site,2023-02-22
C0288,viewed_product,2023-02-24
C0289,visited_site,2024-09-15
C0290,visited_site,2023-11-03
C0290,viewed_product,2023-11-05
C0291,visited_site,2024-04-19
C0292,visited_site,2024-06-26
C0293,visited_site,2023-04-12
C0293,viewed_product,2023-04-13
C0294,visited_site,2024-02-05
C0294,viewed_product,2024-02-06
C0295,visited_site,2023-08-04
C0296,visited_site,2024-07-03
C0296,viewed_product,2024-07-05
C0297,visited_site,2023-03-24
C0297,viewed_product,2023-03-24
C0298,visited_site,2024-09-24
C0299,visited_site,2024-03-31
C0299,viewed_product,2024-04-01
C0300,visited_site,2024-03-11
C0300,viewed_product,2024-03-13
C0300,added_to_cart,2024-03-14
C0301,visited_site,2024-07-06
C0302,visited_site,2023-01-14
C0302,viewed_product,2023-01-15
C0302,added_to_cart,2023-01-15
C0302,purchased,2023-01-16
C0303,visited_site,2024-08-21
C0304,visited_site,2024-06-30
C0304,viewed_product,2024-07-01
C0304,added_to_cart,2024-07-01
C0305,visited_site,2023-02-14
C0306,visited_site,2023-04-14
C0306,viewed_product,2023-04-16
C0306,added_to_cart,2023-04-16
C0307,visited_site,2024-04-17
C0308,visited_site,2024-12-15
C0308,viewed_product,2024-12-16
C0308,added_to_cart,2024-12-17
C0308,purchased,2024-12-18
C0309,visited_site,2024-06-06
C0309,viewed_product,2024-06-06
C0309,added_to_cart,2024-06-07
C0310,visited_site,2024-10-04
C0311,visited_site,2024-03-17
C0311,viewed_product,2024-03-17
C0311,added_to_cart,2024-03-19
C0312,visited_site,2024-01-21
C0312,viewed_product,2024-01-22
C0312,added_to_cart,2024-01-22
C0312,purchased,2024-01-24
C0313,visited_site,2023-09-10
C0313,viewed_product,2023-09-11
C0313,added_to_cart,2023-09-12
C0314,visited_site,2023-06-13
C0315,visited_site,2024-10-27
C0315,viewed_product,2024-10-28
C0315,added_to_cart,2024-10-29
C0316,visited_site,2023-09-20
C0316,viewed_product,2023-09-20
C0317,visited_site,2024-12-15
C0317,viewed_product,2024-12-15
C0317,added_to_cart,2024-12-17
C0318,visited_site,2023-09-30
C0319,visited_site,2023-02-08
C0319,viewed_product,2023-02-09
C0319,added_to_cart,2023-02-10
C0320,visited_site,2023-08-02
C0320,viewed_product,2023-08-04
C0321,visited_site,2024-04-09
C0321,viewed_product,2024-04-10
C0322,visited_site,2024-08-12
C0322,viewed_product,2024-08-14
C0322,added_to_cart,2024-08-14
C0323,visited_site,2023-06-28
C0324,visited_site,2024-06-06
C0325,visited_site,2023-12-26
C0326,visited_site,2023-12-04
C0326,viewed_product,2023-12-05
C0326,added_to_cart,2023-12-06
C0327,visited_site,2023-01-23
C0328,visited_site,2024-07-27
C0329,visited_site,2023-10-05
C0329,viewed_product,2023-10-06
C0330,visited_site,2024-06-20
C0330,viewed_product,2024-06-21
C0330,added_to_cart,2024-06-22
C0331,visited_site,2023-08-16
C0331,viewed_product,2023-08-18
C0331,added_to_cart,2023-08-19
C0331,purchased,2023-08-19
C0332,visited_site,2024-09-11
C0333,visited_site,2023-12-25
C0334,visited_site,2023-07-11
C0334,viewed_product,2023-07-12
C0335,visited_site,2023-02-10
C0335,viewed_product,2023-02-11
C0336,visited_site,2023-08-27
C0337,visited_site,2023-12-31
C0337,viewed_product,2024-01-02
C0337,added_to_cart,2024-01-02
C0338,visited_site,2024-05-22
C0338,viewed_product,2024-05-22
C0338,added_to_cart,2024-05-24
C0339,visited_site,2023-09-03
C0339,viewed_product,2023-09-05
C0340,visited_site,2023-11-13
C0340,viewed_product,2023-11-15
C0341,visited_site,2024-04-22
C0341,viewed_product,2024-04-23
C0342,visited_site,2024-08-11
C0342,viewed_product,2024-08-12
C0343,visited_site,2023-11-02
C0343,viewed_product,2023-11-04
C0344,visited_site,2024-12-11
C0344,viewed_product,2024-12-12
C0344,added_to_cart,2024-12-13
C0344,purchased,2024-12-15
C0345,visited_site,2024-01-27
C0345,viewed_product,2024-01-28
C0345,added_to_cart,2024-01-29
C0345,purchased,2024-01-31
C0346,visited_site,2024-04-04
C0346,viewed_product,2024-04-05
C0347,visited_site,2023-02-02
C0347,viewed_product,2023-02-04
C0348,visited_site,2023-03-13
C0348,viewed_product,2023-03-14
C0348,added_to_cart,2023-03-16
C0349,visited_site,2023-11-17
C0349,viewed_product,2023-11-18
C0349,added_to_cart,2023-11-19
C0349,purchased,2023-11-21
C0350,visited_site,2023-08-10
C0350,viewed_product,2023-08-11
C0351,visited_site,2023-06-25
C0351,viewed_product,2023-06-27
C0352,visited_site,2024-06-05
C0352,viewed_product,2024-06-07
C0352,added_to_cart,2024-06-07
C0352,purchased,2024-06-09
C0353,visited_site,2023-11-21
C0354,visited_site,2023-04-25
C0354,viewed_product,2023-04-26
C0354,added_to_cart,2023-04-27
C0355,visited_site,2023-11-10
C0356,visited_site,2023-05-30
C0356,viewed_product,2023-05-30
C0356,added_to_cart,2023-05-31
C0356,purchased,2023-06-02
C0357,visited_site,2023-01-16
C0357,viewed_product,2023-01-18
C0358,visited_site,2023-05-26
C0358,viewed_product,2023-05-28
C0359,visited_site,2024-04-02
C0360,visited_site,2024-01-20
C0360,viewed_product,2024-01-22
C0361,visited_site,2023-12-28
C0362,visited_site,2024-04-27
C0362,viewed_product,2024-04-28
C0363,visited_site,2023-01-25
C0363,viewed_product,2023-01-27
C0364,visited_site,2024-01-04
C0364,viewed_product,2024-01-04
C0364,added_to_cart,2024-01-05
C0365,visited_site,2023-04-24
C0365,viewed_product,2023-04-26
C0366,visited_site,2024-02-20
C0367,visited_site,2024-07-03
C0367,viewed_product,2024-07-04
C0368,visited_site,2024-06-10
C0368,viewed_product,2024-06-12
C0369,visited_site,2023-01-11
C0369,viewed_product,2023-01-12
C0369,added_to_cart,2023-01-12
C0370,visited_site,2024-11-04
C0371,visited_site,2023-04-24
C0371,viewed_product,2023-04-24
C0371,added_to_cart,2023-04-26
C0371,purchased,2023-04-27
C0372,visited_site,2024-08-07
C0372,viewed_product,2024-08-08
C0373,visited_site,2023-12-01
C0373,viewed_product,2023-12-02
C0373,added_to_cart,2023-12-02
C0374,visited_site,2023-05-02
C0374,viewed_product,2023-05-03
C0374,added_to_cart,2023-05-03
C0374,purchased,2023-05-04
C0375,visited_site,2023-07-25
C0375,viewed_product,2023-07-25
C0376,visited_site,2024-01-03
C0377,visited_site,2023-08-12
C0377,viewed_product,2023-08-14
